Location;HM;H;M
150314: União das freguesias de Charneca de Caparica e Sobreda;48814;23602;25212
150315: União das freguesias de Laranjeiro e Feijó;39619;18406;21213
1115: Amadora;171719;79490;92229
111513: Águas Livres;37663;17269;20394
111512: Alfragide;16866;7984;8882
111514: Encosta do Sol;27123;12675;14448
111515: Falagueira-Venda Nova;20820;9401;11419
111516: Mina de Água;43019;20214;22805
111517: Venteira;26228;11947;14281
1504: Barreiro;78362;36681;41681
150407: Santo António da Charneca;11590;5481;6109
150409: União das freguesias de Alto do Seixalinho, Santo André e Verderena;41295;19228;22067
150410: União das freguesias de Barreiro e Lavradio;21848;10225;11623
150411: União das freguesias de Palhais e Coina;3629;1747;1882
1105: Cascais;214134;99682;114452
110501: Alcabideche;44102;21001;23101
110506: São Domingos de Rana;59187;27851;31336
110507: União das freguesias de Carcavelos e Parede;46535;21160;25375
110508: União das freguesias de Cascais e Estoril;64310;29670;34640
1106: Lisboa;544851;253408;291443
110601: Ajuda;14299;6561;7738
110602: Alcântara;13825;6246;7579
110654: Alvalade;33236;14940;18296
110655: Areeiro;21144;9648;11496
110656: Arroios;33055;16194;16861
110657: Avenidas Novas;23252;10642;12610
110607: Beato;12166;5771;6395
110658: Belém;16537;7565;8972
110608: Benfica;35279;15749;19530
110659: Campo de Ourique;22169;9886;12283
110610: Campolide;14778;6977;7801
110611: Carnide;17990;8310;9680
110660: Estrela;20242;9358;10884
110618: Lumiar;46260;21475;24785
110621: Marvila;35463;16573;18890
110661: Misericórdia;9645;4788;4857
110633: Olivais;32107;14863;17244
110662: Parque das Nações;22350;10791;11559
110663: Penha de França;28354;13186;15168
110664: Santa Clara;23673;11020;12653
110665: Santa Maria Maior;9997;5560;4437
110666: Santo António;11074;5313;5761
110639: São Domingos de Benfica;34060;15426;18634
110667: São Vicente;13896;6566;7330
1107: Loures;201646;95090;106556
110702: Bucelas;4800;2264;2536
110705: Fanhões;2632;1266;1366
110707: Loures;30253;14230;16023
110708: Lousa;3215;1539;1676
110731: União das freguesias de Camarate, Unhos e Apelação;33498;15857;17641
110726: União das freguesias de Moscavide e Portela;20930;9635;11295
110727: União das freguesias de Sacavém e Prior Velho;24696;11527;13169
110728: União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela;44484;21203;23281
110729: União das freguesias de Santo Antão e São Julião do Tojal;8598;4156;4442
110730: União das freguesias de Santo António dos Cavaleiros e Frielas;28540;13413;15127
1109: Mafra;86523;41888;44635
110902: Carvoeira;2840;1412;1428
110904: Encarnação;4900;2397;2503
110906: Ericeira;12368;5944;6424
110909: Mafra;20792;10001;10791
110911: Milharado;7651;3782;3869
110913: Santo Isidoro;4403;2156;2247
110918: União das freguesias de Azueira e Sobral da Abelheira;4434;2153;2281
110919: União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário;3978;1905;2073
110920: União das freguesias de Igreja Nova e Cheleiros;4684;2312;2372
110921: União das freguesias de Malveira e São Miguel de Alcainça;9637;4574;5063
110922: União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés;10836;5252;5584
1506: Moita;66326;31386;34940
150601: Alhos Vedros;16162;7903;8259
150603: Moita;17714;8361;9353
150607: União das freguesias de Baixa da Banheira e Vale da Amoreira;30152;14009;16143
150608: União das freguesias de Gaio-Rosário e Sarilhos Pequenos;2298;1113;1185
1507: Montijo;55732;27081;28651
150701: Canha;1567;790;777
150704: Sarilhos Grandes;3243;1597;1646
150709: União das freguesias de Atalaia e Alto Estanqueiro-Jardia;5372;2643;2729
150710: União das freguesias de Montijo e Afonsoeiro;41459;19820;21639
150711: União das freguesias de Pegões;4091;2231;1860
1116: Odivelas;148156;69713;78443
111603: Odivelas;59662;27881;31781
111608: União das freguesias de Pontinha e Famões;35073;16692;18381
111609: União das freguesias de Póvoa de Santo Adrião e Olival Basto;18817;8724;10093
111610: União das freguesias de Ramada e Caneças;34604;16416;18188
1110: Oeiras;171802;79644;92158
111002: Barcarena;14444;6973;7471
111009: Porto Salvo;15094;7177;7917
111012: União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo;47994;22087;25907
111013: União das freguesias de Carnaxide e Queijas;36133;16785;19348
111014: União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias;58137;26622;31515
1508: Palmela;68879;33161;35718
150802: Palmela;18770;9052;9718
150803: Pinhal Novo;27010;12828;14182
150804: Quinta do Anjo;14286;6946;7340
150806: União das freguesias de Poceirão e Marateca;8813;4335;4478
1510: Seixal;166693;78656;88037
151002: Amora;49376;23137;26239
151005: Corroios;50860;24015;26845
151006: Fernão Ferro;20779;10058;10721
151007: União das freguesias do Seixal, Arrentela e Aldeia de Paio Pires;45678;21446;24232
1511: Sesimbra;52465;25457;27008
151103: Quinta do Conde;28133;13591;14542
151101: Sesimbra (Castelo);20240;9896;10344
151102: Sesimbra (Santiago);4092;1970;2122
1512: Setúbal;123684;58571;65113
151207: Gâmbia-Pontes-Alto da Guerra;6833;3376;3457
151208: Sado;5380;2653;2727
151205: Setúbal (São Sebastião);52597;24984;27613
151209: União das freguesias de Azeitão (São Lourenço e São Simão);21022;10135;10887
151210: União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça);37852;17423;20429
1111: Sintra;385954;181824;204130
111102: Algueirão-Mem Martins;68656;32369;36287
111115: Casal de Cambra;13344;6334;7010
111105: Colares;7771;3691;4080
111108: Rio de Mouro;49492;23218;26274
111122: União das freguesias de Agualva e Mira-Sintra;41315;19145;22170
111123: União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar;17275;8444;8831
111125: União das freguesias de Massamá e Monte Abraão;47857;22124;25733
111126: União das freguesias de Queluz e Belas;52472;24734;27738
111127: União das freguesias de São João das Lampas e Terrugem;18030;8656;9374
111128: União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim);29974;14527;15447
111124: União das freguesias do Cacém e São Marcos;39768;18582;21186
1114: Vila Franca de Xira;137659;65728;71931
111412: União das freguesias de Alhandra, São João dos Montes e Calhandriz;12642;6037;6605
111413: União das freguesias de Alverca do Ribatejo e Sobralinho;36525;17488;19037
111414: União das freguesias de Castanheira do Ribatejo e Cachoeiras;7970;3814;4156
111415: União das freguesias de Póvoa de Santa Iria e Forte da Casa;40905;19545;21360
111408: Vialonga;21261;10273;10988
111409: Vila Franca de Xira;18356;8571;9785
18: Alentejo;704934;341139;363795
181: Alentejo Litoral;96490;48957;47533
1501: Alcácer do Sal;11125;5370;5755
150106: Comporta;1095;559;536
150105: São Martinho;351;173;178
150104: Torrão;1937;920;1017
150107: União das freguesias de Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa Susana;7742;3718;4024
1505: Grândola;13827;6989;6838
150501: Azinheira dos Barros e São Mamede do Sádão;545;280;265
150505: Carvalhal;1517;1030;487
150503: Melides;1456;722;734
150506: União das freguesias de Grândola e Santa Margarida da Serra;10309;4957;5352
0211: Odemira;29523;16335;13188
021116: Boavista dos Pinheiros;1974;1028;946
021118: Colos;821;408;413
021117: Longueira/Almograve;2338;1491;847
021115: Luzianes-Gare;372;199;173
021102: Relíquias;996;504;492
021103: Sabóia;921;473;448
021119: Santa Clara-a-Velha;632;330;302
021106: São Luís;1882;914;968
021107: São Martinho das Amoreiras;1043;504;539
021120: São Salvador e Santa Maria;3375;1794;1581
021121: São Teotónio;8694;5320;3374
021122: Vale de Santiago;822;411;411
021111: Vila Nova de Milfontes;5653;2959;2694
1509: Santiago do Cacém;27801;13442;14359
150901: Abela;834;418;416
150902: Alvalade;1802;885;917
150903: Cercal;2959;1468;1491
150904: Ermidas-Sado;2069;1020;1049
150907: Santo André;10326;4985;5341
150910: São Francisco da Serra;738;367;371
150912: União das freguesias de Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra;7902;3753;4149
150913: União das freguesias de São Domingos e Vale de Água;1171;546;625
1513: Sines;14214;6821;7393
151302: Porto Covo;1092;531;561
151301: Sines;13122;6290;6832
184: Baixo Alentejo;114887;56259;58628
0201: Aljustrel;8879;4379;4500
020102: Ervidel;917;452;465
020103: Messejana;811;389;422
020104: São João de Negrilhos;1361;694;667
020106: União das freguesias de Aljustrel e Rio de Moinhos;5790;2844;2946
0202: Almodôvar;6709;3300;3409
020208: Aldeia dos Fernandes;515;248;267
020203: Rosário;592;291;301
020205: Santa Cruz;483;247;236
020206: São Barnabé;371;192;179
020209: União das freguesias de Almodôvar e Graça dos Padrões;3964;1919;2045
020210: União das freguesias de Santa Clara-a-Nova e Gomes Aires;784;403;381
0203: Alvito;2276;1085;1191
020301: Alvito;1193;572;621
020302: Vila Nova da Baronia;1083;513;570
0204: Barrancos;1435;697;738
020401: Barrancos;1435;697;738
0205: Beja;33401;16284;17117
020502: Baleizão;884;482;402
020503: Beringel;1189;566;623
020504: Cabeça Gorda;1126;569;557
020506: Nossa Senhora das Neves;1525;754;771
020510: Santa Clara de Louredo;747;344;403
020516: São Matias;511;247;264
020519: União das freguesias de Albernoa e Trindade;889;418;471
020520: União das freguesias de Beja (Salvador e Santa Maria da Feira);10703;5124;5579
020521: União das freguesias de Beja (Santiago Maior e São João Baptista);13371;6552;6819
020522: União das freguesias de Salvada e Quintos;1181;583;598
020523: União das freguesias de Santa Vitória e Mombeja;788;400;388
020524: União das freguesias de Trigaches e São Brissos;487;245;242
0206: Castro Verde;6878;3313;3565
020603: Entradas;592;260;332
020604: Santa Bárbara de Padrões;730;353;377
020605: São Marcos da Ataboeira;260;129;131
020606: União das freguesias de Castro Verde e Casével;5296;2571;2725
0207: Cuba;4374;2153;2221
020701: Cuba;3094;1513;1581
020702: Faro do Alentejo;485;262;223
020703: Vila Alva;416;186;230
020704: Vila Ruiva;379;192;187
0208: Ferreira do Alentejo;7676;3856;3820
020803: Figueira dos Cavaleiros;1184;578;606
020804: Odivelas;472;244;228
020807: União das freguesias de Alfundão e Peroguarda;1284;717;567
020808: União das freguesias de Ferreira do Alentejo e Canhestros;4736;2317;2419
0209: Mértola;6205;3069;3136
020901: Alcaria Ruiva;633;313;320
020902: Corte do Pinto;732;373;359
020903: Espírito Santo;328;168;160
020904: Mértola;2503;1227;1276
020905: Santana de Cambas;752;380;372
020906: São João dos Caldeireiros;442;209;233
020910: União das freguesias de São Miguel do Pinheiro, São Pedro de Solis e São Sebastião dos Carros;815;399;416
0210: Moura;13267;6415;6852
021001: Amareleja;2027;984;1043
021002: Póvoa de São Miguel;761;382;379
021008: Sobral da Adiça;861;449;412
021009: União das freguesias de Moura (Santo Agostinho e São João Baptista) e Santo Amador;8050;3848;4202
021010: União das freguesias de Safara e Santo Aleixo da Restauração;1568;752;816
0212: Ourique;4842;2361;2481
021203: Ourique;2807;1370;1437
021206: Santana da Serra;660;343;317
021207: União das freguesias de Garvão e Santa Luzia;887;410;477
021208: União das freguesias de Panoias e Conceição;488;238;250
0213: Serpa;13768;6845;6923
021302: Brinches;929;454;475
021303: Pias;2541;1321;1220
021308: União das freguesias de Serpa (Salvador e Santa Maria);5602;2760;2842
021309: União das freguesias de Vila Nova de São Bento e Vale de Vargo;3439;1698;1741
021307: Vila Verde de Ficalho;1257;612;645
0214: Vidigueira;5177;2502;2675
021401: Pedrógão;935;483;452
021402: Selmes;780;369;411
021403: Vidigueira;2660;1258;1402
021404: Vila de Frades;802;392;410
185: Lezíria do Tejo;236132;113018;123114
1403: Almeirim;22033;10451;11582
140301: Almeirim;12377;5835;6542
140302: Benfica do Ribatejo;2796;1358;1438
140303: Fazendas de Almeirim;6361;3023;3338
140304: Raposa;499;235;264
1404: Alpiarça;6986;3323;3663
140401: Alpiarça;6986;3323;3663
1103: Azambuja;21421;10686;10735
110301: Alcoentre;3132;1963;1169
110302: Aveiras de Baixo;1431;691;740
110303: Aveiras de Cima;4670;2234;2436
110304: Azambuja;8261;3904;4357
110310: União das freguesias de Manique do Intendente, Vila Nova de São Pedro e Maçussa;2002;959;1043
110306: Vale do Paraíso;952;444;508
110307: Vila Nova da Rainha;973;491;482
1405: Benavente;29747;14267;15480
140504: Barrosa;639;321;318
140501: Benavente;9379;4502;4877
140502: Samora Correia;17728;8444;9284
140503: Santo Estêvão;2001;1000;1001
1406: Cartaxo;23211;11136;12075
140604: Pontével;4364;2104;2260
140610: União das freguesias de Ereira e Lapa;1732;844;888
140609: União das freguesias do Cartaxo e Vale da Pinta;12315;5813;6502
140605: Valada;685;362;323
140608: Vale da Pedra;1646;804;842
140607: Vila Chã de Ourique;2469;1209;1260
1407: Chamusca;8536;4102;4434
140707: Carregueira;1739;833;906
140704: Ulme;1000;493;507
140708: União das freguesias da Chamusca e Pinheiro Grande;3721;1779;1942
140709: União das freguesias de Parreira e Chouto;1262;625;637
140705: Vale de Cavalos;814;372;442
1409: Coruche;17375;8203;9172
140907: Biscainho;960;440;520
140905: Branca;1304;642;662
140902: Couço;2273;1068;1205
140908: Santana do Mato;946;478;468
140903: São José da Lamarosa;1467;686;781
140909: União das freguesias de Coruche, Fajarda e Erra;10425;4889;5536
1412: Golegã;5400;2530;2870
141201: Azinhaga;1415;718;697
141202: Golegã;3591;1620;1971
141203: Pombalinho;394;192;202
1414: Rio Maior;21021;10225;10796
141401: Alcobertas;1738;871;867
141402: Arrouquelas;634;315;319
141410: Asseiceira;1126;550;576
141405: Fráguas;816;388;428
141408: Rio Maior;12521;6098;6423
141411: São Sebastião;462;218;244
141415: União das freguesias de Azambujeira e Malaqueijo;799;393;406
141416: União das freguesias de Marmeleira e Assentiz;794;362;432
141417: União das freguesias de Outeiro da Cortiçada e Arruda dos Pisões;956;470;486
141418: União das freguesias de São João da Ribeira e Ribeira de São João;1175;560;615
1415: Salvaterra de Magos;21632;10354;11278
141502: Marinhais;6265;3004;3261
141503: Muge;1188;578;610
141507: União das freguesias de Glória do Ribatejo e Granho;3729;1836;1893
141508: União das freguesias de Salvaterra de Magos e Foros de Salvaterra;10450;4936;5514
1416: Santarém;58770;27741;31029
141601: Abitureiras;890;424;466
141602: Abrã;982;476;506
141604: Alcanede;3976;1941;2035
141605: Alcanhões;1347;632;715
141606: Almoster;1604;774;830
141607: Amiais de Baixo;1619;795;824
141608: Arneiro das Milhariças;738;348;390
141628: Gançaria;488;232;256
141613: Moçarria;964;458;506
141614: Pernes;1245;597;648
141616: Póvoa da Isenta;1044;514;530
141629: União das freguesias de Achete, Azoia de Baixo e Póvoa de Santarém;2745;1293;1452
141630: União das freguesias de Azoia de Cima e Tremês;2160;1001;1159
141631: União das freguesias de Casével e Vaqueiros;1037;499;538
141632: União das freguesias de Romeira e Várzea;2453;1197;1256
141633: União de freguesias da cidade de Santarém;30086;13875;16211
141634: União das freguesias de São Vicente do Paul e Vale de Figueira;2633;1253;1380
141625: Vale de Santarém;2759;1432;1327
186: Alto Alentejo;104989;49783;55206
1201: Alter do Chão;3046;1384;1662
120101: Alter do Chão;2021;918;1103
120102: Chancelaria;382;168;214
120104: Cunheira;288;126;162
120103: Seda;355;172;183
1202: Arronches;2789;1379;1410
120201: Assunção;1833;903;930
120202: Esperança;590;295;295
120203: Mosteiros;366;181;185
1203: Avis;3813;1785;2028
120302: Aldeia Velha;213;104;109
120303: Avis;1628;745;883
120305: Ervedal;432;207;225
120306: Figueira e Barros;249;127;122
120309: União das freguesias de Alcórrego e Maranhão;413;198;215
120310: União das freguesias de Benavila e Valongo;878;404;474
1204: Campo Maior;8045;3875;4170
120401: Nossa Senhora da Expectação;3680;1735;1945
120402: Nossa Senhora da Graça dos Degolados;646;312;334
120403: São João Baptista;3719;1828;1891
1205: Castelo de Vide;3121;1503;1618
120501: Nossa Senhora da Graça de Póvoa e Meadas;543;259;284
120502: Santa Maria da Devesa;1393;667;726
120503: Santiago Maior;331;172;159
120504: São João Baptista;854;405;449
1206: Crato;3225;1485;1740
120601: Aldeia da Mata;312;139;173
120604: Gáfete;687;326;361
120605: Monte da Pedra;221;110;111
120607: União das freguesias de Crato e Mártires, Flor da Rosa e Vale do Peso;2005;910;1095
1207: Elvas;20753;9870;10883
120712: Assunção, Ajuda, Salvador e Santo Ildefonso;9076;4220;4856
120713: Caia, São Pedro e Alcáçova;5384;2638;2746
120706: Santa Eulália;1029;494;535
120707: São Brás e São Lourenço;1624;802;822
120708: São Vicente e Ventosa;730;346;384
120714: União das freguesias de Barbacena e Vila Fernando;801;360;441
120715: União das freguesias de Terrugem e Vila Boim;2109;1010;1099
1208: Fronteira;2856;1350;1506
120801: Cabeço de Vide;927;431;496
120802: Fronteira;1695;807;888
120803: São Saturnino;234;112;122
1209: Gavião;3398;1576;1822
120902: Belver;561;247;314
120903: Comenda;695;324;371
120905: Margem;642;314;328
120906: União das freguesias de Gavião e Atalaia;1500;691;809
1210: Marvão;3023;1441;1582
121001: Beirã;425;206;219
121002: Santa Maria de Marvão;398;175;223
121003: Santo António das Areias;965;463;502
121004: São Salvador da Aramenha;1235;597;638
1211: Monforte;2990;1404;1586
121101: Assumar;611;245;366
121102: Monforte;1300;634;666
121103: Santo Aleixo;498;238;260
121104: Vaiamonte;581;287;294
1212: Nisa;5951;2793;3158
121201: Alpalhão;989;476;513
121205: Montalvão;290;133;157
121207: Santana;277;118;159
121208: São Matias;197;96;101
121210: Tolosa;813;378;435
121211: União das freguesias de Arez e Amieira do Tejo;387;183;204
121212: União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão;2998;1409;1589
1213: Ponte de Sor;15253;7312;7941
121304: Foros de Arrão;807;392;415
121301: Galveias;1024;504;520
121305: Longomel;982;474;508
121302: Montargil;1933;926;1007
121308: União das freguesias de Ponte de Sor, Tramaga e Vale de Açor;10507;5016;5491
1214: Portalegre;22368;10603;11765
121401: Alagoa;542;262;280
121402: Alegrete;1415;697;718
121404: Fortios;1792;845;947
121411: União das freguesias da Sé e São Lourenço;14335;6704;7631
121412: União das freguesias de Reguengo e São Julião;849;421;428
121413: União das freguesias de Ribeira de Nisa e Carreiras;1732;847;885
121410: Urra;1703;827;876
1215: Sousel;4358;2023;2335
121501: Cano;1058;506;552
121502: Casa Branca;981;447;534
121503: Santo Amaro;539;256;283
121504: Sousel;1780;814;966
187: Alentejo Central;152436;73122;79314
0701: Alandroal;5007;2429;2578
070104: Capelins (Santo António);397;189;208
070103: Santiago Maior;1880;915;965
070105: Terena (São Pedro);680;327;353
070107: União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto);2050;998;1052
0702: Arraiolos;6606;3224;3382
070201: Arraiolos;3133;1520;1613
070202: Igrejinha;963;476;487
070208: União das freguesias de Gafanhoeira (São Pedro) e Sabugueiro;740;368;372
070209: União das freguesias de São Gregório e Santa Justa;438;225;213
070206: Vimieiro;1332;635;697
0703: Borba;6428;3145;3283
070301: Borba (Matriz);3388;1629;1759
070304: Borba (São Bartolomeu);604;287;317
070302: Orada;577;281;296
070303: Rio de Moinhos;1859;948;911
0704: Estremoz;12688;6015;6673
070401: Arcos;1016;493;523
070404: Évora Monte (Santa Maria);506;239;267
070402: Glória;449;226;223
070411: São Domingos de Ana Loura;269;135;134
070414: União das freguesias de Estremoz (Santa Maria e Santo André);7894;3686;4208
070415: União das freguesias de São Bento do Cortiço e Santo Estêvão;682;335;347
070416: União das freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura;450;224;226
070417: União das freguesias do Ameixial (Santa Vitória e São Bento);565;279;286
070413: Veiros;857;398;459
0705: Évora;53568;25429;28139
070515: Canaviais;3312;1643;1669
070502: Nossa Senhora da Graça do Divor;465;220;245
070503: Nossa Senhora de Machede;937;452;485
070506: São Bento do Mato;991;473;518
070509: São Miguel de Machede;686;348;338
070513: Torre de Coelheiros;539;263;276
070522: União das freguesias de Bacelo e Senhora da Saúde;17774;8438;9336
070523: União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão);4306;1931;2375
070524: União das freguesias de Malagueira e Horta das Figueiras;21554;10192;11362
070525: União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe;995;481;514
070526: União das freguesias de São Manços e São Vicente do Pigeiro;1079;531;548
070527: União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé;930;457;473
0706: Montemor-o-Novo;15803;7589;8214
070601: Cabrela;509;242;267
070607: Ciborro;591;286;305
070610: Foros de Vale de Figueira;1010;492;518
070605: Santiago do Escoural;1047;505;542
070606: São Cristóvão;492;242;250
070611: União das freguesias de Cortiçadas de Lavre e Lavre;1313;629;684
070612: União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras;10841;5193;5648
0707: Mora;4128;1963;2165
070701: Brotas;340;161;179
070702: Cabeção;859;391;468
070703: Mora;2214;1051;1163
070704: Pavia;715;360;355
0708: Mourão;2353;1185;1168
070801: Granja;514;256;258
070802: Luz;295;158;137
070803: Mourão;1544;771;773
0709: Portel;5745;2807;2938
070903: Monte do Trigo;1149;584;565
070905: Portel;2414;1156;1258
070906: Santana;474;218;256
070909: União das freguesias de Amieira e Alqueva;531;263;268
070910: União das freguesias de São Bartolomeu do Outeiro e Oriola;801;394;407
070908: Vera Cruz;376;192;184
0710: Redondo;6287;3066;3221
071001: Montoito;1028;505;523
071002: Redondo;5259;2561;2698
0711: Reguengos de Monsaraz;9875;4775;5100
071102: Corval;1310;629;681
071103: Monsaraz;656;317;339
071104: Reguengos de Monsaraz;6776;3294;3482
071106: União das freguesias de Campo e Campinho;1133;535;598
0712: Vendas Novas;11240;5404;5836
071202: Landeira;622;304;318
071201: Vendas Novas;10618;5100;5518
0713: Viana do Alentejo;5323;2538;2785
071303: Aguiar;862;401;461
071301: Alcáçovas;1929;935;994
071302: Viana do Alentejo;2532;1202;1330
0714: Vila Viçosa;7385;3553;3832
071401: Bencatel;1480;729;751
071402: Ciladas;815;395;420
071406: Nossa Senhora da Conceição e São Bartolomeu;4634;2198;2436
071404: Pardais;456;231;225
15: Algarve;467495;226628;240867
150: Algarve;467495;226628;240867
0801: Albufeira;44158;21591;22567
080106: Albufeira e Olhos de Água;28640;13910;14730
080104: Ferreiras;7264;3599;3665
080102: Guia;4752;2361;2391
080103: Paderne;3502;1721;1781
0802: Alcoutim;2521;1236;1285
080202: Giões;152;82;70
080203: Martim Longo;927;444;483
080206: União das freguesias de Alcoutim e Pereiro;1109;544;565
080205: Vaqueiros;333;166;167
0803: Aljezur;6046;3013;3033
080301: Aljezur;3456;1691;1765
080302: Bordeira;368;199;169
080303: Odeceixe;1058;532;526
080304: Rogil;1164;591;573
0804: Castro Marim;6434;3153;3281
080404: Altura;2106;1020;1086
080401: Azinhal;479;234;245
080402: Castro Marim;3275;1606;1669
080403: Odeleite;574;293;281
0805: Faro;67566;32103;35463
080506: Montenegro;8591;4201;4390
080503: Santa Bárbara de Nexe;4376;2147;2229
080507: União das freguesias de Conceição e Estoi;8333;4080;4253
080508: União das freguesias de Faro (Sé e São Pedro);46266;21675;24591
0806: Lagoa;23718;11598;12120
080602: Ferragudo;1969;989;980
080604: Porches;2249;1143;1106
080607: União das freguesias de Estômbar e Parchal;9354;4596;4758
080608: União das freguesias de Lagoa e Carvoeiro;10146;4870;5276
0807: Lagos;33514;16260;17254
080703: Luz;4357;2109;2248
080704: Odiáxere;3043;1512;1531
080707: União das freguesias de Bensafrim e Barão de São João;2443;1203;1240
080708: São Gonçalo de Lagos;23671;11436;12235
0808: Loulé;72373;34949;37424
080801: Almancil;11285;5594;5691
080802: Alte;1743;871;872
080803: Ameixial;381;199;182
080804: Boliqueime;4794;2308;2486
080808: Loulé (São Clemente);17953;8469;9484
080809: Loulé (São Sebastião);6823;3332;3491
080805: Quarteira;24428;11735;12693
080807: Salir;2446;1202;1244
080812: União de freguesias de Querença, Tôr e Benafim;2520;1239;1281
0809: Monchique;5465;2744;2721
080901: Alferce;391;202;189
080902: Marmelete;698;362;336
080903: Monchique;4376;2180;2196
0810: Olhão;44639;21808;22831
081003: Olhão;14208;6873;7335
081004: Pechão;3886;1965;1921
081005: Quelfes;17270;8423;8847
081006: União das freguesias de Moncarapacho e Fuseta;9275;4547;4728
0811: Portimão;59896;28731;31165
081101: Alvor;6322;3081;3241
081102: Mexilhoeira Grande;4311;2101;2210
081103: Portimão;49263;23549;25714
0812: São Brás de Alportel;11266;5436;5830
081201: São Brás de Alportel;11266;5436;5830
0813: Silves;37813;18593;19220
081303: Armação de Pêra;6003;2956;3047
081305: São Bartolomeu de Messines;8164;4016;4148
081306: São Marcos da Serra;1114;574;540
081307: Silves;10671;5246;5425
081309: União das freguesias de Alcantarilha e Pêra;5004;2411;2593
081310: União das freguesias de Algoz e Tunes;6857;3390;3467
0814: Tavira;27536;13572;13964
081401: Cachopo;471;235;236
081404: Santa Catarina da Fonte do Bispo;1873;938;935
081408: Santa Luzia;1587;797;790
081410: União das freguesias de Conceição e Cabanas de Tavira;3431;1739;1692
081411: União das freguesias de Luz de Tavira e Santo Estêvão;4728;2368;2360
081412: União das freguesias de Tavira (Santa Maria e Santiago);15446;7495;7951
0815: Vila do Bispo;5722;2787;2935
081501: Barão de São Miguel;589;289;300
081502: Budens;1854;901;953
081504: Sagres;1896;930;966
081506: Vila do Bispo e Raposeira;1383;667;716
0816: Vila Real de Santo António;18828;9054;9774
081603: Monte Gordo;3203;1579;1624
081601: Vila Nova de Cacela;3872;1866;2006
081602: Vila Real de Santo António;11753;5609;6144
2: Região Autónoma dos Açores;236657;115440;121217
20: Região Autónoma dos Açores;236657;115440;121217
200: Região Autónoma dos Açores;236657;115440;121217
4301: Angra do Heroísmo;33829;16375;17454
430101: Altares;847;399;448
430102: Angra (Nossa Senhora da Conceição);3378;1583;1795
430103: Angra (Santa Luzia);2476;1135;1341
430104: Angra (São Pedro);3286;1505;1781
430105: Angra (Sé);932;435;497
430106: Cinco Ribeiras;682;338;344
430107: Doze Ribeiras;429;223;206
430108: Feteira;1340;638;702
430109: Porto Judeu;2296;1133;1163
430110: Posto Santo;1030;504;526
430111: Raminho;464;228;236
430112: Ribeirinha;2485;1199;1286
430113: Santa Bárbara;1278;652;626
430114: São Bartolomeu de Regatos;1941;974;967
430115: São Bento;1913;905;1008
430116: São Mateus da Calheta;3789;1858;1931
430117: Serreta;315;160;155
430118: Terra Chã;2899;1497;1402
430119: Vila de São Sebastião;2049;1009;1040
4501: Calheta;3441;1705;1736
450101: Calheta;1273;602;671
450102: Norte Pequeno;196;88;108
450103: Ribeira Seca;901;462;439
450104: Santo Antão;631;325;306
450105: Topo (Nossa Senhora do Rosário);440;228;212
4901: Corvo;386;206;180
490101: Corvo;386;206;180
4701: Horta;14356;6997;7359
470101: Capelo;528;256;272
470102: Castelo Branco;1258;618;640
470103: Cedros;872;440;432
470104: Feteira;1775;876;899
470105: Flamengos;1566;773;793
470106: Horta (Angústias);2135;1003;1132
470107: Horta (Conceição);1050;504;546
470108: Horta (Matriz);2446;1165;1281
470109: Pedro Miguel;738;380;358
470110: Praia do Almoxarife;971;494;477
470111: Praia do Norte;258;123;135
470112: Ribeirinha;404;188;216
470113: Salão;355;177;178
4201: Lagoa;14194;6966;7228
420101: Água de Pau;2921;1479;1442
420102: Cabouco;1971;964;1007
420103: Lagoa (Nossa Senhora do Rosário);5411;2619;2792
420104: Lagoa (Santa Cruz);3526;1723;1803
420105: Ribeira Chã;365;181;184
4801: Lajes das Flores;1408;732;676
480101: Fajã Grande;220;120;100
480102: Fajãzinha;71;33;38
480103: Fazenda;261;130;131
480104: Lajedo;75;42;33
480105: Lajes das Flores;562;288;274
480106: Lomba;200;109;91
480107: Mosteiro;19;10;9
4601: Lajes do Pico;4342;2121;2221
460101: Calheta de Nesquim;319;155;164
460102: Lajes do Pico;1723;845;878
460103: Piedade;758;379;379
460104: Ribeiras;788;381;407
460105: Ribeirinha;344;170;174
460106: São João;410;191;219
